"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Cameroon","CMR","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00898751074296","7.77888760831519","8.50041036463829","8.98648205262813","8.7748371733137","9.20519439881092","9.83513547149645","9.30420330820771","7.8346180445131","8.39262043825856","8.4837973042275","6.36480091922254","6.85246125124492","6.06542365677426","5.52893666796636","5.47563537978873","5.67976047430439","5.92012484679472","6.02935052808237","",
"Congo, Dem. Rep.","COD","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0573476702509","12.6697353279632","3.47120843471208","12.1645723550871","8.87128833980612","","","9.58687618303639","15.2959995548879","16.0644778716393","15.8613115782868","12.7197401500758","6.97561660066727","5.29861519542319","5.39592257629361","6.64862917047705","8.31992534694355","9.04526308049454","5.13921174118857","7.51894549811991","7.45160358816242","6.20142195853247","5.47488000954417","",
"Congo, Rep.","COG","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6865953872217","11.0975871697573","","","","","","","","6.16342313905113","6.60758101929446","9.00417638623643","10.0051804787372","6.86164055470621","5.89305908018343","6.70459179851684","7.40829231773944","","7.22948902182268","","","4.82277067099279","8.11401670717738","","11.840262860598","11.9035913424066","10.4440700635304","",
"Colombia","COL","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8602313481841","8.8778028108572","9.10071869210253","8.97705173084403","9.74865475552657","10.8020523899541","10.2048623096603","10.6769670447441","14.8410643665282","8.95809476823623","10.9329215281302","11.1437866989732","11.4722413315349","12.0703252813582","12.2490429293667","12.4437383818101","13.1146105542362","13.0385116821864","11.5861287774677","11.6557255254595","13.9262958805376","13.0862974732357","12.3531437086963","10.6994934254961","11.2023405249501","11.344722754629","10.5891289795028","10.4720888594334","11.1202388950938","11.4529996541558","11.6276425705852","",
"Comoros","COM","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58766031979208","2.44515070740209","1.79162213060518","1.93456902663831","2.33452782462057","2.08190989108155","2.73834353764381","2.42666100615581","1.82692970959509","2.23408461842626","1.94573669734117","1.93606067145544","1.69369965794991","1.77846940476852","1.98763099123862","1.46890415785765","1.26421318393749","1.57205240174672","1.60227033038676","1.56693897164825","1.77392634127692","1.77750616146032","2.06414456948656","1.67838681985059","1.75951058294072","",
"Costa Rica","CRI","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Caribbean small states","CSS","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89293361884368","13.7891077636153","16.369982547993","13.7399678972713","8.05389221556886","8.07017543859649","8.82785679254536","5.6917885264342","4.91518889745567","5.06163615988046","5.13343532211457","4.85623003194888","4.48464578899361","4.26428079834825","4.33721078869999","4.44362292051756","4.13046080191502","3.95004285539366","3.81711652402897","3.82647559591373","4.23642355638344","3.83211364614722","4.36687688511105","4.26215254907127","",
