Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,76930,,,,94000,96000,105000,105000,97000,94000,149350,152550,147970,159470,160430,153700,146300,146500,148700,132090,144640,,155970,154330,150821,152984,151320,151300,151870,154790,152360,169390,165000,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,4000,4000,4000,2000,2000,2000,1800,1800,1800,1800,1800,2000,2000,2000,1800,1000,2000,2000,2000,2000,1840,1840,1840,1840,1940,1940,1940,1940,2000,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,47000,51000,46600,45150,48050,47480,41200,37700,30900,22000,20000,20000,17000,17000,17000,16531,15799,15850,15850,15850,15850,15850,15850,16000,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,12000,17000,12900,14050,14050,14050,14050,13500,12100,13500,11000,10000,12000,11000,12000,12000,12100,12100,12100,13550,13550,13550,13200,13200,7000,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,65700,,,,62000,65000,63000,70000,70000,70000,99600,98200,88950,88700,88700,88300,69500,69500,63200,27600,28600,24600,17600,17600,21870,21163,21300,16100,16100,30550,30550,30550,30000,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,1300,1300,450,450,500,500,500,800,800,650,450,,450,450,650,650,870,840,840,840,840,840,0,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,402500,,,,400000,408000,408000,408000,408000,320000,531000,529000,428000,428000,424000,424800,429000,427000,427000,415000,416000,401000,401000,401000,403000,403000,178000,178000,178000,280500,277500,307500,239000,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,12200,,,,33000,50000,50000,38000,30000,40000,34850,34850,34850,34850,34850,34600,34900,34900,34800,34000,35000,,35000,35000,35030,34850,34850,34850,34850,39850,39850,39850,35000,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,5978800,,,,6340000,5793000,5527000,5306000,5159000,4882000,6777900,6817800,6243950,6458150,6438850,6549600,6312200,6363400,6410800,5857250,6361000,6240000,5520000,5522000,5599442,5626442,5775930,5801730,5802030,5802030,5652030,5505730,5498000,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207000,3651000,3688000,4729400,4549800,4740030,4616280,4363460,4194500,3918900,3764300,3659100,3536500,3556500,3331500,3352500,3354500,3344997,3281967,3136324,3182430,2978830,3102830,3256100,3250650,3247000,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,6000,8000,8000,8000,8000,8000,7800,7800,7750,7750,7750,7800,10300,10300,9300,8750,9750,9750,9750,9750,9300,9300,9300,9300,9300,9300,9300,9300,10000,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,235300,,,,283000,283000,283000,283000,295000,290000,420500,393500,337000,377000,377000,416600,410000,419000,427200,419000,421000,420000,420000,421000,419560,419560,474550,453550,453550,453550,454550,454550,455000,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,18000,23500,10200,10200,10200,7200,7200,7200,7200,12000,13000,17000,17000,17000,16300,16300,16300,16300,16300,16300,16300,16300,17000,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,28000,15000,11000,18000,18000,19000,19000,14500,17500,17500,29000,26000,26000,22000,22000,22000,22000,22000,22000,22000,22000,36500,36500,41500,42000,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,1194400,,,,1296000,1290000,1266000,1268000,1268000,1247000,1987800,2013420,2045230,2019950,1982570,2006700,2035100,2039000,2062700,1990360,1999360,2207970,2336470,2321300,2367806,2367806,2370637,2394004,2407183,2544540,2580190,2605220,2678000,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,1000,1000,1000,1332,1332,1330,1330,1330,1330,1330,1330,2000,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,3039400,,,,3175000,3381000,2490000,2417000,2417000,2366000,3124200,3341600,3406450,3377050,3386400,3378900,3223800,3223500,3242100,2885000,3067000,3376000,3233000,3449000,3535145,3555150,3331050,3343050,2718250,2727250,2724250,2754400,2707000,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,1930700,,,,1995000,2028000,2132000,2152000,2152000,2158000,3851500,3955400,3985900,3996900,4009500,4113600,3756500,3954400,3986300,4186000,4578000,4121000,4113000,4162000,4404137,4480192,4535300,4616450,4629950,4586100,4698750,4924600,4940000,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,950830,,,,1238000,1256000,1148000,1083000,1121000,1062000,1698300,1659600,1623660,1641450,1704800,1725200,1642800,1609550,1544100,1500450,1534250,,1526450,1531450,1555811,1677181,1858822,1860810,1845910,1887010,1916310,1796540,1790000,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,2000,2000,2000,2000,2000,2000,6900,6900,6900,7400,7500,7500,2700,2700,2700,2000,3000,3000,4000,4000,4063,4063,4050,4050,4050,4050,4050,4050,4000,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,35100,,,,40000,35000,35000,35000,35000,35000,58500,58000,47000,47000,47000,47000,47000,47000,47000,47000,47000,48000,48000,48000,47800,47800,47800,47800,47800,47800,47800,47800,48000,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,630000,,,,780000,769000,804000,704000,686000,811000,690000,707200,821200,821200,841200,827700,665100,664800,664800,616000,617000,612000,612000,613000,612800,612800,612800,612800,612800,612800,512000,512000,512000,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,40400,,,,40000,40000,40000,46000,46000,50000,36000,36000,36000,35400,35400,35400,28400,28400,28400,28000,28000,,28000,28000,28400,28400,28400,28400,28400,28400,28400,28400,28000,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,40000,60000,60000,70000,70000,60000,51500,51500,46500,41500,41500,50600,56800,56800,61800,55000,47000,,47000,47000,46800,46800,46800,46800,46800,46800,46400,46400,46000,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,380000,350000,518500,466800,453400,449400,428000,420400,419800,414800,403000,271000,273000,215000,215000,215000,214825,214825,214850,214850,121500,204000,256000,292000,297000,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,8387800,,,,9115000,8739000,7698000,9600000,8991000,8980000,12309100,12349000,12033090,12091930,11710960,11712500,11160200,11059100,11013300,10626770,10767770,11011900,10233900,10437900,10665730,10652705,10589183,10627224,9920333,10129440,10149060,10002490,10068000,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,31900,,,,27000,25000,25000,25000,25000,25000,26500,26520,26050,26520,26520,24600,24800,24800,24900,24920,24920,,25900,25900,25439,25439,25450,25450,25450,25450,25450,25450,22000,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,2151600,,,,2240000,2180000,2120000,1920000,1820000,1720000,1635600,1572100,1533300,1594000,1575000,1454800,1420700,1467000,1480000,1473000,1546000,1498000,1555000,1540000,1563996,1569417,1520100,1492200,1433150,1381250,1347300,1348400,1359000,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,41000,20000,41700,46000,86000,100000,94000,79100,72000,72000,72000,75000,91000,87000,87000,87000,87000,87000,68000,68000,68000,68000,68000,68000,68000,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,49000,,,,75000,75000,73000,75000,75000,75000,80000,79000,79000,79000,79000,79000,105300,105300,105300,82000,82000,,115000,115000,115000,115000,115000,115000,115000,265000,265000,273000,343000,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,1027000,,,,1250000,1050000,1040000,857000,857000,700000,622000,622000,557000,524000,524000,524000,524000,524000,524000,,495000,495000,495000,495000,495000,522000,522000,522000,522000,522000,522000,522000,522000,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,22209230,,,,24298000,23918000,22726000,24533000,23741000,23195000,30182200,30196640,29863220,29926660,29584140,29353100,28211700,28306950,28161400,27081142,28539442,27029682,27253882,27493342,27924096,28133971,28020079,28154374,27206623,27309630,27437280,27542350,27414000,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,64100,,,,62000,127000,127000,64000,64000,69000,69500,112000,146300,136300,136300,136300,124000,136500,136700,136000,138000,138000,138000,138000,137900,137900,137900,137900,137900,20000,20000,20000,40000,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,106400,,,,100000,85000,80000,75000,75000,75000,276900,277900,217440,211700,78150,71600,67000,60000,55700,55000,56000,103000,62000,62000,77153,77153,77582,62100,77150,82250,82150,81400,80000,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,16200,,,,17000,16000,16000,16000,16000,16000,23000,23000,23000,23000,23000,23000,23000,23000,19500,16000,16000,16000,16000,16000,16500,16500,16500,16500,16500,16500,16500,16500,16000,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,41000,,,,51000,45000,45000,48000,48000,43000,67800,64800,60800,60800,60800,61800,60800,57800,50800,50000,51000,51000,51000,51000,50800,50800,50800,50800,50800,50800,50800,50800,51000,,
